IATA_Code,Airport,City
NLI,Nikolaevsk-na-Amure,Nikolayevsk-on-Amure
NLK,Norfolk Island Airport,Kingston
NLL,Nullagine,
NLN,Kneeland,Blue Lake
NLO,N'dolo,Kinshasa
NLP,Nelspruit Airport,Nelspruit
NLS,Nicholson,
NLT,Nalati Airport,Tuergen
NLU,Santa Lucia,Benito Juarez
NLV,Nikolaev (Mykolaiv),Mykolayiv
NMA,Namangan Airport,Namangan Shahri
NMB,Daman,Vapi
NMC,Norman's Cay,
NME,Nightmute Airport,
NMF,Maafaru International Airport,Manadhoo
NMG,San Miguel,La Palma
NMI,Navi Mumbai International Airport,
NML,Mildred Lake,
NMN,Nomane,
NMP,New Moon,
NMR,Nappa Merry,
NMS,Namsang,Taunggyi
NMT,Namtu,Lashio
NMU,Namu,Loen
NNA,NAF,Kenitra
NNB,Santa Ana Airport,
NND,Nangade,Namalenga
NNG,Nanning Airport,
NNI,Namutoni,
NNK,Naknek,
NNL,Nondalton,
NNM,Naryan-Mar Airport,Iskateley
NNR,Connemara,Oughterard
NNT,Nan Airport,Nan
NNU,Nanuque,Nanuque
NNX,Nunukan Airport,Binalawan
NNY,Nanyang Airport,
NOA,Nowra,Falls Creek
NOB,Nosara Beach,
NOC,Ireland West Airport Knock,Swinford
NOD,Norden Norddeich Airport,Norden
NOG,Nogales,
NOH,Chicago NAS,
NOI,Novorossijsk,Novorossiysk
NOJ,Nojabrxsk Airport,Noyabrsk
NOK,Nova Xavantina,Araguaiana
NOL,Nakolik River,
NOM,Nomad River,
NON,Nonouti,
NOO,Naoro,
NOP,Sinop Airport - Turkey,
NOR,Nordfjordur,
NOS,Fascene Airport,Hell-Ville
NOT,Novato,Novato
NOU,Tontouta Airport,Paita
NOV,Huambo,Huambo
NOZ,Novokuznetsk Airport,Novokuznetsk
NPA,Pensacola NAS,Pensacola
NPE,Hawkes Bay Airport,Napier
NPG,Nipa,
NPH,Nephi,Nephi
NPL,New Plymouth Airport,Waitara
NPO,Nangapinoh,Kenyau
NPP,Napperby,
NPR,Novo Progresso Municipal,
NPT,State,Newport East
NPU,San Pedro Uraba,Villanueva
NPY,Mpanda Airport,Mpanda
NQA,Millington Regional Jetport,Memphis
NQI,NAS,Kingsville
NQL,Niquelandia,Uruacu
NQN,Presidente Peron International Airport,Plottier
NQT,Nottingham Airport,
NQU,Nuqui,Nuqui
NQX,Key West NAS /Boca Chica Field (private U. S. Navy ),
NQY,Newquay Cornwall Airport,Saint Columb Major
NQZ,Nursultan Nazarbayev International Airport,Nur-Sultan
NRA,Narrandera,Narrandera
NRB,Mayport Naval Station (Adm David L Mcdonald Field),
NRC,Aux Field,Patterson
NRD,Norderney,Norderney
NRE,Namrole,Leksula
NRG,Narrogin,Narrogin
NRI,Shangri-la,Erick
NRK,Kungsangen Airport,Lindo
NRL,North Ronaldsay Airport,
NRM,Nara,Nara
NRN,Weeze Airport,Weeze
NRR,Roosevelt NAS,Aguas Claras
NRS,Imperial Beach Nolf (Ream Field),
NRT,Narita International Airport,Narita
NRY,Newry,
NSB,North SPB,Alice Town
NSE,Whiting Field NAS,Milton
NSF,Andrews NAF,Mellwood
NSH,Now Shahr Airport,Nowshahr
NSI,Nsimalen Airport,
NSK,Noril'sk Airport,Kayyerkan
NSL,Slayton Municipal,Slayton
NSM,Norseman,
NSN,Nelson Airport,Richmond
NSO,Scone,Muswellbrook
NSP,NAF,Cavite City
NSR,São Raimundo Nonato Airport,São Raimundo Nonato
NST,Nakhon Si Thammarat Airport,Nakhon Si Thammarat
NSV,Noosaville,Tewantin
NSX,Hovercraft/Launch Pt,
NSY,NAS Sigonella,Motta Sant'Anastasia
NTA,Natadola,
NTB,Notodden Airport,Notodden
NTC,Santa Carolina,Ntchisi
NTD,Point Mugu NAS (Naval Base Ventura County,Port Hueneme
NTE,Nantes Atlantique Airport,Bouguenais
NTG,Nantong Xingdong Airport,Xingdong
NTI,Bintuni,Babo
NTJ,Manti-Ephraim,Manti
NTL,Newcastle Airport,Medowie
NTM,Miracema Do Norte,
NTN,Normanton Airport,
NTO,Santo Antao,Porto Novo
NTQ,Noto Airport,Nanao
NTR,Aeropuerto del Norte International Airport,Monterrey
NTT,Kuini Lavenia,Hihifo
NTU,NAS,Virginia Beach
NTX,Natuna Ranai,Pemangkat
NTY,Pilanesberg International Airport,Muldersdriseloop
NUA,Gregory's Lake,Nuwara Eliya
NUB,Numbulwar,
NUD,En Nahud,An Nuhud
NUE,Nuremberg Airport,Nuernberg
NUF,Castlereigh Reservoir Waterdrome,Hatton
NUG,Nuguria,
NUH,Nunchia,Nunchia
NUI,Nuiqsut Airport,
NUJ,Nojeh,Kabudarahang
NUK,Nukutavake,
NUL,Nulato Airport,
NUM,Neom Airport,Duba
NUN,Saufley NAS,East Pensacola Heights
NUP,Nunapitchuk,
NUQ,Moffett Field,Mountain View
NUR,Nullarbor,
NUS,Norsup Airport,Norsup
NUT,Nutuve,
NUU,Nakuru,Nakuru
NUW,Whidbey Island NAS (Ault Field),Ault Field
NUX,Novy Urengoy Airport,Novyy Urengoy
NVA,Benito Salas Airport,Neiva
NVD,Nevada,Nevada
NVG,Nueva Guinea,Nueva Guinea
NVI,Navoi Airport,Konimex
NVK,Framnes,Narvik
NVM,Brigadeiro Eduardo Gomes Airport,Nova Mutum
NVN,Nervino,Portola
NVP,Novo Aripuana,Novo Aripuana
NVR,Novgorod,Velikiy Novgorod
NVS,Nevers,Nevers
NVT,Navegantes Airport,Navegantes
NVY,Neyveli,Vriddhachalam
NWA,Moheli,Djoyezi
NWH,Parlin Field,Newport
NWI,Norwich International Airport,Spixworth
NWP,NS,Bay Roberts
NWS,Pier 11/Wall St. SPB,
NWT,Nowata,
NWU,Bermuda NAS,Saint George
NXX,Willow Grove NAS,Horsham
NYA,Nyagan Airport,Nyagan
NYE,Nyeri,Nyeri
NYG,Quantico NAS,Quantico Station
NYI,Sunyani,Sunyani
NYK,Nanyuki,Nanyuki
NYM,Nadym Airport,Staryy Nadym
NYN,Nyngan,Nyngan
NYO,Stockholm Skavsta Airport,Svalsta
NYR,Nyurba Airport,Nyurba
NYS,New York Skyports Seaplane Base,Long Island City
NYT,Nay Pyi Taw Airport,Pyinmana
NYU,Nyaung U Airport,
NYW,Monywar Airport,Monywa
NZA,Nzagi,Nzagi
NZC,Maria Reiche Neuman Airport,Nazca
NZE,Nzerekore,Nzerekore
NZG,Nizhneangarsk Airport,
NZH,Manzhouli Airport,Zabaykal'sk
NZL,Zhalantun Chengjisihan Airport,Qinggis Han
NZW,South Weymouth,Rockland
NZY,North Island NAS,Coronado
OAA,Shank Air Base,Pul-e `Alam
OAG,Orange Airport,Millthorpe
OAH,Shindand Air Base,Shindand
OAI,Bagram,Ghulam `Ali
OAJ,Albert J Ellis Airport,Richlands
OAK,San Francisco Bay Oakland International Airport,San Leandro
OAL,Cacoal Airport,Cacoal
OAM,Oamaru,Oamaru
OAN,Olanchito,Olanchito
OAR,Marina Municipal,Pacific Grove
OAS,Sharana Air Base,Zarah Sharan
OAX,Xoxocotlan Airport,Animas Trujano
OAZ,Camp Bastion,
OBA,Oban,
OBC,Obock,Obock
OBD,Obano,Obano
OBE,County,Okeechobee
OBF,Oberpfaffenhofen,Gilching
OBI,Obidos,
OBK,Sky Harbor,Northbrook
OBL,Zoersel,Zoersel
OBM,Morobe,
OBN,Oban Airport,Oban
OBO,Tokachi-Obihiro Airport,Obihiro
OBS,Vals-Lanas,Chomerac
OBT,Oakland/Coliseum Stat,
OBU,Kobuk/Wien Airport,
OBX,Obo,Muting
OBY,Ittoqqortoormiit,
OCA,Ocean Reef,North Key Largo
OCC,Coca Airport,Puerto Francisco de Orellana
OCE,Municipal,West Ocean City
OCF,Taylor Field,Ocala
OCH,A L Mangham Jr. Regional,Nacogdoches
OCI,Oceanic,
OCJ,Boscobel,Oracabessa
OCM,Boolgeeda,
OCN,Municipal,Camp Pendleton South
OCS,Corisco International Airport,Cocobeach
OCV,Aguasclaras,Ocana
OCW,Warren Field,Washington
ODA,Ouadda,
ODB,Cordoba,Villarrubia
ODC,Oakdale,East Oakdale
ODD,Oodnadatta,
ODE,Beldringe,Sonderso
ODH,Odiham RAF Station,Odiham
ODJ,Ouanda Djalle,Ouadda
ODL,Cordillo Downs,
ODM,Garrett County Airport,Oakland
ODN,Long Seridan Airport,Bangar
ODO,Bodaybo Airport,Bodaybo
ODR,Ord River,
ODS,Odessa International Airport,Odessa
ODT,Odessa-Schlemeyer Field,Odessa
ODW,Oak Harbor,Coupeville
ODY,Oudomxay Airport,Viangxai
OEA,Oneal,Vincennes
OEC,Ocussi,Pante Makasar
OEL,Orel,Orel
OEM,Vincent Fayks,
OEO,Municipal,Osceola
OER,Ornskoldsvik Airport,Husum
OES,San Antonio Oeste,San Antonio Oeste
OFF,Offutt Air Force Base,Offutt Air Force Base
OFI,Ouango Fitini,
OFJ,Olafsfjordur,
OFK,Stefan Field,Norfolk
OFU,Airstrip,Ofu
OGA,Searle Field,Ogallala
OGB,Municipal,Orangeburg
OGD,Municipal,Riverdale
OGE,Ogeranang,
OGG,Kahului Airport,Kahului
OGL,Ogle Airport,Georgetown
OGM,Ogobsucum,
OGN,Yonaguni Jima,Yonakuni
OGO,Abengourou,Abengourou
OGR,Bongor,Bongor
OGS,Ogdensburg Airport,Ogdensburg
OGU,Ordu Giresun Airport,Gulyali
OGV,Ongava Game Reserve,Gobabis
OGX,Ain Beida Airport,Rouissat
OGZ,Vladikavkaz Airport,Dalakovo
OHA,Royal Air Force Base,Bulls
OHB,Ambohibary,Moramanga
OHC,AFS,
OHD,Ohrid Airport,Misleshevo
OHE,Mohe Airport,Xilinji
OHH,Novostroyka Airport,Okha
OHI,Oshakati,Ongwediva
OHO,Okhotsk,Okhotsk
OHR,Wyk Auf Foehr,Wrixum
OHS,Sohar Airport,Al Sohar
OHT,Kohat,Kohat
OIA,Ourilandia,
OIC,Eaton,Norwich
OIL,Splane Memorial,Oil City
OIM,Oshima,Ito
OIR,Okushiri Airport,Kamiiso
OIT,Oita Airport,Kitsuki
OJC,Johnson Executive,Olathe
OJU,Tanjung Api Airport,
OKA,Naha Airport,Tomigusuku
OKB,Fraser Island,Urangan
OKC,Will Rogers World Airport,
OKD,Okadama Airport,Sapporo
OKE,Okino Erabu,
OKF,Okaukuejo,Outjo
OKG,Okoyo,Ewo
OKH,Cottesmor RAF,Oakham
OKI,Oki Island,
OKJ,Okayama Airport,Okayama-shi
OKK,Kokomo,Kokomo
OKL,Oksibil,
OKM,Okmulgee,Okmulgee
OKN,Okondja,Okondja
OKO,Yokota AFB,Fussa
OKP,Oksapmin,
OKQ,Okaba,Kimaam
OKR,Yorke Island,
OKS,Oshkosh,Oshkosh
OKT,Oktiabrskij,Oktyabr'skiy
OKU,Mokuti Lodge,
OKV,Okao,
OKY,Oakey,Oakey
OLA,Orland,Brekstad
OLB,Olbia Costa Smeralda Airport,Olbia
OLC,Sen. Eunice Micheles,Sao Paulo de Olivenca
OLD,Old Town,Old Town
OLE,Municipal,Cuba
OLF,Wolf Point International Airport,Wolf Point
OLG,Olare Airport,Bomet
OLH,Old Harbor SPB,
OLI,Rif,Olafsvik
OLJ,Olpoi,Port-Olry
OLK,Fuerte Olimpo,
OLL,Ollombo,Clarks
OLM,Olympia,Tumwater
OLN,Colonia Sarmiento,Sarmiento
OLO,Olomouc,Horka nad Moravou
OLP,Olympic Dam Airport,
OLQ,Olsobip,
OLR,Salerno Air Base,Baalbek
OLS,International,Nogales
OLU,Columbus Municipal,Columbus
OLV,Olive Branch Airport,Olive Branch
OLX,Olkiombo Airport,Kihancha
OLY,Olney-Noble,Olney
OLZ,Olokminsk Airport,Olyokminsk
OMA,Eppley Airfield,Carter Lake
OMB,Omboue,
OMC,Ormoc,Libertad
OMD,Oranjemund Airport,
OME,Nome Airport,
OMF,King Hussein,Mafraq
OMG,Omega,
OMH,Urmia Airport,Orumiyeh
OMI,Omidieh,Ramshir
OMJ,Omura,Omura
OMK,Municipal,Omak
OML,Omkalai,Kundiawa
OMM,Marmul,
OMN,Zomin Airport,
OMO,Mostar Airport,Blagaj
OMR,Oradea Airport,Nojorid
OMS,Omsk Airport,Omsk
OMY,Oddor Meanche,Tbeng Meanchey
ONA,Municipal,Goodview
ONB,Ononge,
OND,Ondangwa Airport,Ondangwa
ONE,Onepusu,
ONG,Mornington Airport,
ONH,Municipal,Oneonta
ONI,Moanamani,Nabire
ONJ,Odate Noshiro Airport,Takanosu
ONK,Olenyok Airport,Olenyok
ONL,Municipal,O'Neill
ONM,Socorro,Socorro
ONN,Onion Bay,
ONO,Ontario Municipal Airport,Ontario
ONP,Newport,Newport
ONQ,Zonguldak,Saltukova
ONR,Monkira,
ONS,Onslow Airport,Dampier
ONT,Ontario International Airport,Rancho Cucamonga
ONU,Ono I Lau,
ONX,Enrique Adolfo Jimenez,Colon
ONY,Olney,Olney
OOA,Municipal,Oskaloosa
OOD,Gudai-Darri Airstrip,Newman
OOK,Toksook Bay Airport,
OOL,Gold Coast Airport,Tugun
OOM,Snowy Mountains Airport,Berridale
OOR,Mooraberree,
OOT,Onotoa,
OPA,Kopasker,Husavik
OPB,Open Bay,
OPF,Opa-locka Executive Airport,Miami Lakes
OPI,Oenpelli,McMinns Lagoon
OPL,St Landry Parish,Opelousas
OPO,Porto Airport,Santa Cruz do Bispo
OPP,Salinópolis Airport,Salinópolis
OPS,Sinop Airport,
OPU,Balimo,
OPW,Opuwa,Opuwo
ORA,Oran,Embarcacion
ORB,Orebro-Bofors Airport,Vintrosa
ORC,Orocue,Orocue
ORD,O'Hare International Airport,Rosemont
ORE,Orleans,Orleans
ORF,Norfolk International Airport,Norfolk
ORG,Zorg En Hoop,Paramaribo
ORH,Worcester Regional Airport,Leicester
ORI,Port Lions SPB,
ORJ,Orinduik,
ORK,Cork Airport,Cork
ORL,Orlando Executive,Azalea Park
ORM,Northampton,Northampton
ORN,Es Senia Airport,
ORO,Yoro,Yoro
ORP,Orapa,Rakops
ORQ,Heliport,Westport
ORR,Yorketown,
ORS,Waterport,
ORT,Northway,
ORU,Oruro,Oruro
ORV,Robert (Bob) Curtis Memorial Airport,
ORW,Ormara,Ormara
ORX,Oriximina,Oriximina
ORY,Paris Orly Airport,Paray-Vieille-Poste
ORZ,Orange Walk,Belmopan
OSB,Osage Beach,Osage Beach
OSC,Wurtsmith AFB,Au Sable
OSD,Are Ostersund Airport,Krokom
OSE,Omora,
OSF,Ostafyevo International Business Airport,Shcherbinka
OSG,Ossima,
OSH,Wittman Field,Oshkosh
OSI,Osijek Airport,Osijek
OSJ,Ol Seki Airport,Narok
OSK,Oskarshamn,Oskarshamn
OSL,Oslo Airport Gardermoen,Teigebyen
OSM,Mosul,Mosul
OSN,Osan AB,Osan
OSO,Osborne Mine,
OSR,Mosnov Airport,Petrvald
OSS,Osh Airport,Osh
OST,Ostend-Bruges International Airport,Middelkerke
OSU,Ohio State University,Dublin
OSW,Orsk Airport,Orsk
OSX,Attala County,Kosciusko
OSY,Namsos Airport,Namsos
OSZ,Koszalin,Tychowo
OTA,Mota,Addiet Canna
OTC,Bol,Bol
OTD,Contadora,Veracruz
OTG,Worthington,Worthington
OTH,Southwest Oregon Regional Airport,North Bend
OTI,Pitu,Tobelo
OTJ,Otjiwarongo,Otjiwarongo
OTK,Tillamook,Tillamook
OTL,Boutilimit,Aleg
OTM,Industrial,Ottumwa
OTN,Green,Bicknell
OTO,Vor,Moriarty
OTP,Bucharest Henri Coanda International Airport,Otopeni
OTQ,Otog Front Banner Oljoq Airport,Ordos City
OTR,Coto 47,Corredor
OTS,Anacortes,Anacortes
OTT,Andre Maggi,Aripuana
OTU,Otu,Segovia
OTV,Ontong Java,
OTY,Oria,
OTZ,Ralph Wien Memorial Airport,
OUA,Ouagadougou International Airport,Ouagadougou
OUD,Les Angades Airport,Oujda
OUE,Ouesso,Ouesso
OUG,Ouahigouya,Ouahigouya
OUH,Oudtshoorn,Oudtshoorn
OUI,Ban Houei,
OUK,Outer Skerries,
OUL,Oulu Airport,Oulunsalo
OUM,Oum Hadjer,Oum Hadjer
OUN,Max Westheimer,Norman
OUR,Batouri,Batouri
OUS,Ourinhos,Ourinhos
OUT,Bousso,Bousso
OUU,Ouanga,
OUZ,Zouerate,Zouerat
OVA,Bekily,Beteza
OVB,Novosibirsk Tolmachevo Airport,Ob'
OVD,Asturias Airport,Castrillon
OVE,Oroville,Thermalito
OVG,Overberg (FAOB),Bredasdorp
OVL,Ovalle,Monte Patria
OVR,Olavarria,Olavarria
OVS,Sovetsky Airport,Sovetskiy
OWA,Owatonna,Owatonna
OWB,Daviess County Airport,Owensboro
OWD,Memorial,West Bridgewater
OWE,Owendo,Libreville
OWK,Central Maine Airport of Norridgewock,Norridgewock
OXB,Osvaldo Vieira Airport,Bissau
OXC,Waterbury-oxford,Oxford
OXD,Miami University,New Paris
OXF,Oxford (Kidlington),Oxford
OXO,Orientos,
OXR,Ventura,Oxnard
OXY,Morney,
OYA,Goya,Goya
OYC,Camopi Airport,Camopi
OYE,Oyem,Oyem
OYG,Moyo,Moyo
OYK,Oiapoque,
OYL,Moyale,Moyale
OYN,Ouyen,
OYO,Tres Arroyos,Tres Arroyos
OYP,St-Georges de lOyapock,Saint-Georges-de-l'Oyapock
OYS,Yosemite Ntl Park,Yosemite Valley
OZA,Ozona Municipalcipal,Ozona
OZC,Labo Airport,Lapase
OZG,Zagora Airport,Zagora
OZH,Zaporozhye Airport,Zaporizhzhya
OZI,Bobadilla,Furnas
OZP,Moron,Utrera
OZR,Cairns AAF,Ozark
OZU,Montilla,Montilla
OZZ,Ouarzazate Airport,Ouarzazat
PAA,Pa-an,Hpa-an
PAB,Bilaspur,Bilaspur
PAC,Marcos A. Gelabert International Airport,Chepillo
PAD,Paderborn Lippstadt Airport,Salzkotten
PAE,Snohomish County - Paine Field,Mukilteo
PAF,Pakuba,Bulisa
PAG,Pagadian Airport,Pagadian
PAH,Barkley Regional Airport,Massac
PAJ,Para Chinar,Parachinar
PAK,Port Allen,Hanapepe Heights
PAL,Palanquero,
PAM,Tyndall AFB,Panama City
PAN,Pattani,Nong Chik
PAO,Palo Alto,East Palo Alto
PAP,Toussaint Louverture International Airport,Delmas 73
PAQ,Palmer Municipalcipal,Palmer
PAS,Paros Airport,Antiparos
PAT,Jay Prakash Narayan International Airport,Patna
PAU,Pauk,
PAV,Paulo Afonso Airport,Paulo Afonso
PAW,Pambwa,
PAX,Port De Paix,Ti Port-de-Paix
PAY,Pamol,
PAZ,El Tajin National Airport,Poza Rica de Hidalgo
PBA,Point Barrow,
PBB,Paranaiba,Paranaiba
PBC,Huejotsingo Airport,Santa Maria Zacatepec
PBD,Porbandar,Porbandar
PBE,Puerto Berrio,Puerto Berrio
PBF,Grider Field,Pine Bluff
PBG,Plattsburgh International Airport,Plattsburgh West
PBH,Paro Airport,Paro
PBI,Palm Beach International Airport,Haverhill
PBJ,Paama,
PBK,Pack Creek,
PBL,Puerto Cabello,Puerto Cabello
PBM,Zanderij International Airport,Onverwacht
PBN,Porto Amboim,Sumbe
PBO,Paraburdoo Airport,
PBP,Punta Islita,Canas
PBQ,Pimenta Bueno,Pimenta Bueno
PBR,Puerto Barrios,Puerto Barrios
PBS,Patong Beach,Patong
PBT,Puerto Leda,Fuerte Olimpo
PBU,Putao,Zhowagoin
PBV,Porto Dos Gauchos,
PBW,Palibelo,Yendi
PBX,Porto Alegre Do Norte,
PBY,Hamilton/Proserpine,
PBZ,Plettenberg Bay Airport,Plettenberg Bay
PCA,Portage Creek,
PCB,Pondok Cabe,Pamulang
PCC,Puerto Rico,
PCD,Prairie du Chien Municipal Airport,Prairie du Chien
PCE,Painter Creek,
PCF,Potchefstroom,Potchefstroom
PCG,Paso Caballos,San Andres
PCH,Palacios,Buenos Aires
PCJ,Puerto La Victoria,
PCK,Porcupine Creek,
PCL,Capitan Rolden Airport,Puerto Callao
PCM,Playa Del Carmen,Playa del Carmen
PCN,Picton Aerodrome,Picton
PCO,Punta Colorada,
PCP,Principe,Santo Antonio
PCQ,Bounneua,Phongsali
PCR,Puerto Carreno Airport,
PCS,Picos,Picos
PCT,Princeton,
PCU,Pearl River County,Nicholson
PCV,Punta Chivato,Mulege
PDA,Puerto Inirida,Inirida
PDB,Pedro Bay,
PDC,Mueo,Poya
PDD,Ponta de Ouro,Maputo
PDE,Pandie Pandie,
PDF,Prado,Prado
PDG,Minangkabau International Airport,Lubukalung
PDI,Pindiu,
PDK,DeKalb Peachtree Airport,Doraville
PDL,Joao Paulo II Airport,Arrifes
PDM,Pedasí Airport,Pedasi
PDN,Parndana,
PDO,Pendopo,Gunungmegang Dalam
PDP,Capitan de Corbeta Carlos A. Curbelo International Airport,Maldonado
PDR,Presidente Dutra,Presidente Dutra
PDS,Piedras Negras International Airport,Piedras Negras
PDT,Eastern Oregon Regional Airport,Pendleton
PDU,Paysandu,Paysandu
PDV,Plovdiv Airport,Kaloyanovo
PDX,Portland International Airport,Portland
PDZ,Pedernales,Pedernales
PEA,Penneshaw,
PEB,Pebane,
PEC,Pelican SPB,
PED,Pardubice Airport,
PEE,Perm International Airport,Kultayevo
PEF,Peenemuende,Kroslin
PEG,Sant Egidio Airport,Perugia
PEH,Pehuajo,Pehuajo
PEI,Matecana International Airport,Pereira
PEK,Beijing Capital International Airport,
PEL,Pelaneng,
PEM,Puerto Maldonado Airport,Puerto Maldonado
PEN,Penang International Airport,Kampung Sungai Ara
PEP,Peppimenarti,
PEQ,Pecos City,Pecos
PER,Perth Airport,Redcliffe
PES,Petrozavodsk Airport,Petrozavodsk
PET,Federal Airport,Pelotas
PEU,Puerto Lempira,Puerto Lempira
PEV,Pecs Pogany,
PEW,Bacha Khan International Airport,Peshawar
PEX,Pechora Airport,Puteyets
PEY,Penong,Ceduna
PEZ,Penza Airport,Zasechnoye
PFA,Paf Warren,
PFB,Passo Fundo Airport,Passo Fundo
PFC,Pacific City State,Pacific City
PFD,Port Frederick,
PFJ,Patreksfjordur,
PFM,Primrose Aerodrome,
PFN,Bay County,Pretty Bayou
PFO,Paphos International Airport,Paphos
PFQ,Parsabad,Parsabad
PFR,Ilebo,Ilebo
PGA,Page Airport,Page
PGB,Pangoa,
PGC,Grant County,Petersburg
PGD,Charlotte County Airport,Cleveland
PGE,Yegepa,
PGF,Llabanere Airport,Peyrestortes
PGG,Progresso,Jacareacanga
PGH,Pantnagar Airport,Kichha
PGI,Chitato,
PGK,Depati Amir Airport,Pangkalpinang
PGL,Jackson County,Moss Point
PGM,Port Graham,
PGN,Pangia,Ialibu
PGO,Stevens Field,Pagosa Springs
PGP,Porto Alegre,
PGQ,Buli Airport,Buli
PGR,Paragould Kirk Field,Paragould
PGS,Peach Springs,Peach Springs
PGU,Ala'Marvdasht Airport,Bandar-e `Asaluyeh
PGV,Pitt-Greenville Airport,Greenville
PGX,Perigueux Airport,Perigueux
PGZ,Comte Antonio Amilton Beraldo Airport,Ponta Grossa
PHA,Phan Rang,Phan Rang-Thap Cham
PHB,Santos Dumont,Parnaiba
PHC,Port Harcourt International Airport,Emuoha
PHD,Harry Clever Field,New Philadelphia
PHE,Port Hedland International Airport,
PHF,Newport News/Williamsburg International Airport,Yorktown
PHG,Port Harcourt City,Elele
PHH,Phan Thiet,Phan Thiet
PHI,Pinheiro,Pinheiro
PHJ,Port Hunter,Carrington
PHK,Palm Beach Co Glades,Pahokee
PHL,Philadelphia International Airport,Colwyn
PHN,St Clair County International,Marysville
PHO,Point Hope Airport,
PHP,Philip,Philip
PHQ,The Monument Airport,
PHR,Pacific Harbor,
PHS,Phitsanulok Airport,Phitsanulok
PHT,Henry County,Paris
PHU,Phu Vinh,Tra Vinh
PHW,Phalaborwa Airport,Phalaborwa
PHX,Phoenix Sky Harbor International Airport,Tempe Junction
PHY,Phetchabun,Lom Sak
PHZ,Phi Phi Island,Thalang
PIA,Peoria International Airport,Bellevue
PIB,Hattiesburg-Laurel Regional Airport,Rawls Springs
PIC,Pine Cay,
PID,Paradise Island,
PIE,St. Petersburg-Clearwater International Airport,South Highpoint
PIF,Pingtung,Pingtung
PIG,Pitinga,Pitanga
PIH,Pocatello Regional Airport,Chubbuck
PII,Phillips Field,
PIK,Glasgow Prestwick Airport,Prestwick
PIL,Pilar,Pilar
PIM,Garden Harris County,Pine Mountain
PIN,Parintins,Parintins
PIO,Capitan FAP Renan Elias Olivera Airport,Pisco
PIP,Pilot Point,
PIQ,Pipillipai,
PIR,Pierre Regional Airport,Pierre
PIS,Poitiers-Biard Airport,Biard
PIT,Pittsburgh International Airport,Carnot-Moon
PIU,Cap. FAP Guillermo Concha Iberico International Airport,Piura
PIV,Pirapora,Pirapora
PIW,Pikwitonei,
PIX,Pico Island Airport,
PIZ,Dew Station Airport,
PJA,Pajala Airport,Pajala
PJB,Payson,Payson
PJC,Pedro Juan Caballero,
PJG,Panjgur,Panjgur
PJM,Puerto Jimenez,Golfito
PJS,Port San Juan,
PJZ,Puerto Juarez,Cancun
PKA,Napaskiak Sea Plane Base,
PKB,Wood County Airport,Reno
PKC,Petropavlovsk-Kamchatsky Airport,Petropavlovsk-Kamchatsky
PKD,Park Rapids,Park Rapids
PKE,Parkes Airport,Parkes
PKF,Park Falls,Park Falls
PKG,Pangkor Airport,
PKH,Alexion,Porto Cheli
PKJ,Playa Grande,Chicaman
PKK,Pakokku,Pakokku
PKL,Pakatoa Island,
PKM,Port Kaituma,
PKN,Iskandar Airport,Pangkalanbuun
PKO,Parakou,Parakou
PKP,Puka Puka,
PKR,Pokhara Airport,Pokhara
PKS,Paksane,Muang Pakxan
PKT,Port Keats,
PKU,Sultan Syarif Kasim II International Airport,
PKV,Pskov Airport,Pskov
PKW,Selebi-Phikwe,Selebi-Phikwe
PKX,Beijing Daxing International Airport,Lixian
PKY,Tjilik Riwut Airport,Palangkaraya
PKZ,Pakse Airport,Pakxe
PLA,Planadas,Planadas
PLC,Planeta Rica,Planeta Rica
PLD,Playa Samara,Nicoya
PLE,Paiela,
PLF,Pala,Pala
PLH,Plymouth,Plympton
PLI,Palm Island,Hillsborough
PLJ,Placencia,
PLK,M. Graham Clark - Taney County,Branson
PLL,Ponta Pelada,Manaus
PLM,Sultan Mahmud Badaruddin II Airport,Talangbetutu
PLN,Emmet County Airport,Indian River
PLO,Port Lincoln Airport,Port Lincoln
PLP,La Palma,Seteganti
PLQ,Palanga International Airport,Palanga
PLR,St Clair County,Pell City
PLS,Providenciales International Airport,Abraham's Bay
PLT,Plato,Plato
PLU,Belo Horizonte Airport,Santa Luzia
PLV,Poltava,Poltava
PLW,Mutiara Airport,Palu
PLX,Semipalatinsk Airport,Semey
PLY,Plymouth,Plymouth
PLZ,Chief Dawid Stuurman International Airport,Port Elizabeth
PMA,Wawi Airport,Chake Chake
PMB,Intermediate,Morden
PMC,El Tepual Airport,Puerto Montt
PMD,La Palmdale Regional Airport,Palmdale
PME,Portsmouth,Portsmouth
PMF,Parma Airport,Parma
PMG,International,Ponta Pora
PMH,Greater Portsmouth Regional,Portsmouth
PMI,Palma de Mallorca Airport,s'Arenal
PMK,Palm Island Airport,Ingham
PML,AFS,
PMM,Phanom Sarakham,Phanom Sarakham
PMN,Pumani,
PMO,Falcone-Borsellino Airport,Cinisi
PMP,Pimaga,Mendi
PMQ,Perito Moreno,Perito Moreno
PMR,Palmerston North Airport,Palmerston North
PMS,Palmyra,Tadmur
PMT,Paramakotoi,Mahaica Village
PMU,SPB,
PMV,Santiago Marino International Airport,San Juan Bautista
PMW,Palmas Airport,
PMX,Metropolitan,Palmer
PMY,El Tehuelche,Puerto Madryn
PMZ,Palmar Sur,Ciudad Cortes
PNA,Pamplona Airport,Beriain
PNB,Porto Nacional,Palmas
PNC,Ponca City,Ponca City
